Unnamed: 0,index,prediction
65313,66096,38.7 centimetre
65314,66097,27.19 centimetre
65315,66098,26.45 centimetre
65316,66099,38.68 centimetre
65317,66100,109.22 centimetre
65318,66101,122.84 centimetre
65319,66102,96.1 volt
65320,66103,86.19 watt
65321,66104,96.14 gram
65322,66105,145.91 centimetre
65323,66106,244.98 centimetre
65324,66107,13.9 centimetre
65325,66108,13.9 centimetre
65326,66109,26.51 centimetre
65327,66110,120.24 centimetre
65328,66111,23.54 centimetre
65329,66112,241.05 centimetre
65330,66113,426.73 centimetre
65331,66114,20.25 inch
65332,66115,26.67 centimetre
65333,66116,35.68 centimetre
65334,66117,26.51 centimetre
65335,66118,244.98 centimetre
65336,66119,71.06 centimetre
65337,66120,11.61 centimetre
65338,66121,23.36 centimetre
65339,66122,13.9 centimetre
65340,66123,26.51 centimetre
65341,66124,29.54 centimetre
65342,66125,14.08 centimetre
65343,66126,109.52 centimetre
65344,66127,59.39 watt
65345,66128,90.97 volt
65346,66129,14.89 centimetre
65347,66130,82.03 centimetre
65348,66131,124.96 inch
65349,66132,85.26 millimetre
65350,66133,81.28 millimetre
65351,66134,20.86 centimetre
65352,66135,22.66 centimetre
65353,66136,43.23 centimetre
65354,66137,17.68 centimetre
65355,66138,90.39 gram
65356,66139,10.91 centimetre
65357,66140,15.45 centimetre
65358,66141,65.05 inch
65359,66142,58.23 inch
65360,66143,10.45 centimetre
65361,66144,160.13 centimetre
65362,66145,27.16 centimetre
65363,66146,23.3 centimetre
65364,66147,13.9 centimetre
65365,66148,26.51 centimetre
65366,66149,48.94 inch
65367,66150,90246.31 gram
65368,66151,256.68 centimetre
65369,66152,27.65 centimetre
65370,66153,11.97 inch
65371,66154,12.01 inch
65372,66155,5.55 inch
65373,66156,17.53 centimetre
65374,66157,51.61 centimetre
65375,66158,47.27 centimetre
65376,66159,45.79 centimetre
65377,66160,16.46 centimetre
65378,66161,15.92 centimetre
65379,66162,20.79 centimetre
65380,66163,123.01 centimetre
65381,66164,45.45 centimetre
65382,66165,9.55 inch
65383,66166,244.98 centimetre
65384,66167,13.9 centimetre
65385,66168,25.87 centimetre
65386,66169,13.9 centimetre
65387,66170,3.91 inch
65388,66171,3.74 inch
65389,66172,14.06 inch
65390,66173,244.98 centimetre
65391,66174,83.75 gram
65392,66175,26.51 centimetre
65393,66176,190.12 centimetre
65394,66177,28.0 inch
65395,66178,170.28 inch
65396,66179,26.24 centimetre
65397,66180,156.39 centimetre
65398,66181,21.76 centimetre
65399,66182,24.72 centimetre
65400,66183,239.12 centimetre
65401,66184,13.9 centimetre
65402,66185,26.51 centimetre
65403,66186,250.53 centimetre
65404,66187,360.56 gram
65405,66188,196.45 millilitre
65406,66189,170.77 volt
65407,66190,13.9 centimetre
65408,66191,70.17 centimetre
65409,66192,116.01 centimetre
65410,66193,24.12 inch
65411,66194,169.74 inch
65412,66195,14.02 inch
65413,66196,32.17 centimetre
65414,66197,22.6 centimetre
65415,66198,30.86 centimetre
65416,66199,15.25 inch
65417,66200,8.38 inch
65418,66201,69.1 gram
65419,66202,255.27 pound
65420,66203,14.84 centimetre
65421,66204,29.21 centimetre
65422,66205,27.43 centimetre
65423,66206,26.3 centimetre
65424,66207,22.13 inch
65425,66208,372.24 centimetre
65426,66209,205.11 centimetre
65427,66210,26.51 centimetre
65428,66211,14.91 inch
65429,66212,4.75 inch
65430,66213,3.52 inch
65431,66214,4.28 inch
65432,66215,13.59 kilogram
65433,66216,244.98 centimetre
65434,66217,13.9 centimetre
65435,66218,206.14 gram
65436,66219,83.55 millimetre
65437,66220,187.58 centimetre
65438,66221,31.19 centimetre
65439,66222,23.47 centimetre
65440,66223,13.28 gram
65441,66224,6.21 inch
65442,66225,5.35 inch
65443,66226,3.78 inch
65444,66227,194.83 inch
65445,66228,218.75 centimetre
65446,66229,42.48 centimetre
65447,66230,32.16 centimetre
65448,66231,32.03 centimetre
65449,66232,34.91 centimetre
65450,66233,133.08 centimetre
65451,66234,16.77 centimetre
65452,66235,16.33 inch
65453,66236,4.0 inch
65454,66237,133.6 watt
65455,66238,233.96 gram
65456,66239,13.9 centimetre
65457,66240,7.81 inch
65458,66241,216.28 centimetre
65459,66242,148.1 centimetre
65460,66243,26.14 centimetre
65461,66244,244.98 centimetre
65462,66245,13.9 centimetre
65463,66246,244.98 centimetre
65464,66247,13.9 centimetre
65465,66248,103.3 centimetre
65466,66249,129.79 inch
65467,66250,73.25 centimetre
65468,66251,53.71 centimetre
65469,66252,206.34 centimetre
65470,66253,10.55 gram
65471,66254,13.9 centimetre
65472,66255,26.51 centimetre
65473,66256,287.2 centimetre
65474,66257,102.07 centimetre
65475,66258,56.9 centimetre
65476,66259,60.5 inch
65477,66260,130.26 centimetre
65478,66261,37.49 centimetre
65479,66262,49.59 centimetre
65480,66263,11.59 volt
65481,66264,41.65 watt
65482,66265,78.11 volt
65483,66266,16.95 inch
65484,66267,19.76 inch
65485,66268,42.76 centimetre
65486,66269,211.72 centimetre
65487,66270,26.8 millimetre
65488,66271,17.53 millimetre
65489,66272,37.82 watt
65490,66273,292.06 gram
65491,66274,80.27 centimetre
65492,66275,53.76 gram
65493,66276,15.85 inch
65494,66277,17.02 centimetre
65495,66278,24.05 centimetre
65496,66279,11.22 centimetre
65497,66280,23.97 centimetre
65498,66281,244.98 centimetre
65499,66282,307.03 gram
65500,66283,51.99 inch
65501,66284,74.99 inch
65502,66285,113.84 watt
65503,66286,127.57 volt
65504,66287,122.41 centimetre
65505,66288,16.73 centimetre
65506,66289,21.76 centimetre
65507,66291,9.69 inch
65508,66292,16.29 inch
65509,66293,16.96 inch
65510,66294,29.78 inch
65511,66295,367.05 centimetre
65512,66296,112.25 kilogram
65513,66297,360.56 gram
65514,66298,52.73 centimetre
65515,66299,360.56 gram
65516,66300,21.36 centimetre
65517,66301,23.08 millimetre
65518,66302,160.59 millimetre
65519,66303,131.33 inch
65520,66304,13.52 centimetre
65521,66305,245.0 centimetre
65522,66306,103.71 kilogram
65523,66307,26.51 centimetre
65524,66308,244.98 centimetre
65525,66309,13.9 centimetre
65526,66310,16.69 centimetre
65527,66311,26.51 centimetre
65528,66312,26.88 inch
65529,66313,153.05 inch
65530,66314,111.3 centimetre
65531,66315,355.37 gram
65532,66316,27.65 centimetre
65533,66317,16.61 centimetre
65534,66318,87.83 volt
65535,66319,16.61 centimetre
65536,66320,24.82 centimetre
65537,66321,22.02 centimetre
65538,66322,24.31 centimetre
65539,66323,11.46 inch
65540,66324,10.78 centimetre
65541,66325,51.01 millimetre
65542,66326,74.53 inch
65543,66327,13.9 centimetre
65544,66328,244.98 centimetre
65545,66329,244.98 centimetre
65546,66330,33.72 centimetre
65547,66331,97.98 centimetre
65548,66332,17.7 centimetre
65549,66333,11.1 volt
65550,66334,34.54 centimetre
65551,66335,111.48 kilogram
65552,66336,244.98 centimetre
65553,66337,26.51 centimetre
65554,66338,13.9 centimetre
65555,66339,98.94 inch
65556,66340,96.1 volt
65557,66341,86.54 watt
65558,66342,17.09 centimetre
65559,66343,19.31 centimetre
65560,66344,123.45 inch
65561,66345,13.9 centimetre
65562,66346,19.59 centimetre
65563,66347,13.1 inch
65564,66348,19.2 inch
65565,66349,25.67 inch
65566,66350,7.41 inch
65567,66351,73.25 centimetre
65568,66352,228.19 gram
65569,66353,40.72 inch
65570,66354,168.94 gram
65571,66355,26.93 centimetre
65572,66356,54.22 inch
65573,66357,15.74 centimetre
65574,66358,12.87 gram
65575,66359,72.78 centimetre
65576,66360,54.4 centimetre
65577,66361,42.42 centimetre
65578,66362,40.35 centimetre
65579,66363,67.79 inch
65580,66364,68.08 inch
65581,66365,27.19 centimetre
65582,66366,26.45 centimetre
65583,66367,8.31 centimetre
65584,66368,32.89 centimetre
65585,66369,90.61 kilogram
65586,66370,13.2 centimetre
65587,66371,345.92 gram
65588,66372,9.62 inch
65589,66373,105.15 gram
65590,66374,27.91 inch
65591,66375,115.18 centimetre
65592,66376,396.73 centimetre
65593,66377,232.19 centimetre
65594,66378,28.23 centimetre
65595,66379,329.47 gram
65596,66380,245.09 centimetre
65597,66381,17.85 centimetre
65598,66382,1464.25 inch
65599,66383,1464.36 inch
65600,66384,72.37 centimetre
65601,66385,49.88 centimetre
65602,66386,15.71 centimetre
65603,66387,14.92 centimetre
65604,66388,188.74 gram
65605,66389,52.09 watt
65606,66390,114.53 gram
65607,66391,83.4 volt
65608,66392,39.19 centimetre
65609,66393,239.79 centimetre
65610,66394,241.38 centimetre
65611,66395,14.49 centimetre
65612,66396,41.09 centimetre
65613,66397,56.03 centimetre
65614,66398,8.76 inch
65615,66399,22.66 centimetre
65616,66400,22.19 centimetre
65617,66401,29.64 centimetre
65618,66402,26.51 centimetre
65619,66403,13.9 centimetre
65620,66404,26.51 centimetre
65621,66405,173.31 inch
65622,66406,168.31 inch
65623,66407,10.89 inch
65624,66408,10.22 inch
65625,66409,3.53 inch
65626,66410,84.99 centimetre
65627,66411,42.26 centimetre
65628,66412,20.27 centimetre
65629,66413,219.71 inch
65630,66414,14.11 inch
65631,66415,13.9 centimetre
65632,66416,26.51 centimetre
65633,66417,135.61 centimetre
65634,66418,244.98 centimetre
65635,66419,159.01 inch
65636,66420,21.16 centimetre
65637,66421,137.51 inch
65638,66422,12.24 inch
65639,66423,13.49 inch
65640,66424,13.67 inch
65641,66425,190.78 centimetre
65642,66426,79.55 centimetre
65643,66427,20.04 centimetre
65644,66428,17.05 inch
65645,66429,10.39 inch
65646,66430,45.13 volt
65647,66431,12.8 centimetre
65648,66432,16.8 inch
65649,66433,19.52 centimetre
65650,66434,25.03 centimetre
65651,66435,23.27 centimetre
65652,66436,236.86 centimetre
65653,66437,25.77 centimetre
65654,66438,14.52 centimetre
65655,66439,184.46 kilogram
65656,66440,26.51 centimetre
65657,66441,244.98 centimetre
65658,66442,13.9 centimetre
65659,66443,169.96 centimetre
65660,66444,244.98 centimetre
65661,66445,13.9 centimetre
65662,66446,207.67 centimetre
65663,66447,14.91 centimetre
65664,66448,12.4 inch
65665,66449,13.42 inch
65666,66450,47.19 centimetre
65667,66451,79.46 centimetre
65668,66452,80.68 centimetre
65669,66453,1511111212.57 gram
65670,66454,34.24 volt
65671,66455,43.79 watt
65672,66456,26.17 centimetre
65673,66457,27.3 inch
65674,66458,52.8 centimetre
65675,66459,85.93 centimetre
65676,66460,9.6 inch
65677,66461,11.89 inch
65678,66462,12.45 inch
65679,66463,13.74 inch
65680,66464,24.04 centimetre
65681,66465,22.64 centimetre
65682,66466,21.83 centimetre
65683,66467,32.87 centimetre
65684,66468,227.73 gram
65685,66469,31.7 inch
65686,66470,26.51 centimetre
65687,66471,43.37 centimetre
65688,66472,10.73 inch
65689,66473,17.27 inch
65690,66474,25.37 inch
65691,66475,102.64 volt
65692,66476,131.92 centimetre
65693,66477,29.18 centimetre
65694,66478,22.42 centimetre
65695,66479,26.51 centimetre
65696,66480,14.12 centimetre
65697,66481,200.62 centimetre
65698,66482,152.53 watt
65699,66483,263.43 gram
65700,66484,132.58 volt
65701,66485,13.9 centimetre
65702,66486,26.51 centimetre
65703,66487,234.21 centimetre
65704,66488,37.33 centimetre
65705,66489,410.16 gram
65706,66490,9.02 inch
65707,66491,8.88 inch
65708,66492,36.13 centimetre
65709,66493,38.86 centimetre
65710,66494,15.38 kilogram
65711,66495,13.9 centimetre
65712,66496,244.98 centimetre
65713,66497,16.85 centimetre
65714,66498,23.68 centimetre
65715,66499,35.55 centimetre
65716,66500,20.39 centimetre
65717,66501,6.7 inch
65718,66502,6.48 inch
65719,66503,13.47 inch
65720,66504,97.08 centimetre
65721,66505,17.92 centimetre
65722,66506,21.27 centimetre
65723,66507,168.0 centimetre
65724,66508,106.86 centimetre
65725,66509,62.73 gram
65726,66510,13.9 centimetre
65727,66511,182.52 centimetre
65728,66512,143.89 volt
65729,66513,233.2 gram
65730,66514,10.14 centimetre
65731,66515,13.09 centimetre
65732,66516,54.86 centimetre
65733,66517,23.18 centimetre
65734,66518,92.06 millimetre
65735,66519,96.1 volt
65736,66520,86.19 watt
65737,66521,14.37 centimetre
65738,66522,241.88 centimetre
65739,66523,13.77 centimetre
65740,66524,13.9 centimetre
65741,66525,244.98 centimetre
65742,66526,233.79 volt
65743,66527,108.59 pound
65744,66528,266.69 gram
65745,66529,96.1 volt
65746,66530,86.19 watt
65747,66531,9.66 inch
65748,66532,6.59 inch
65749,66533,37.2 centimetre
65750,66534,244.98 centimetre
65751,66535,59.35 volt
65752,66536,56.91 watt
65753,66537,7.95 inch
65754,66538,9.04 inch
65755,66539,5.07 inch
65756,66540,13.62 centimetre
65757,66541,34.33 centimetre
65758,66542,68.56 inch
65759,66543,26.22 inch
65760,66544,24.07 centimetre
65761,66545,65.59 centimetre
65762,66546,129.8 inch
65763,66547,122.22 gram
65764,66548,220.69 gram
65765,66549,141.2 inch
65766,66550,26.51 centimetre
65767,66551,15.42 centimetre
65768,66552,322.34 centimetre
65769,66553,73.61 centimetre
65770,66554,15.35 centimetre
65771,66555,51.46 centimetre
65772,66556,16.89 centimetre
65773,66557,857.4 centimetre
65774,66558,16.95 centimetre
65775,66559,7.15 volt
65776,66560,46.39 inch
65777,66561,16.52 inch
65778,66562,19.52 pound
65779,66563,19.72 centimetre
65780,66564,14.84 centimetre
65781,66565,26.47 centimetre
65782,66566,63.46 millimetre
65783,66567,215.48 centimetre
65784,66568,14.38 centimetre
65785,66569,13.9 centimetre
65786,66570,244.98 centimetre
65787,66571,33.17 inch
65788,66572,133.8 millimetre
65789,66573,93.7 centimetre
65790,66574,27.62 inch
65791,66575,43.36 inch
65792,66576,47.87 millimetre
65793,66577,218.63 millimetre
65794,66578,234.68 centimetre
65795,66579,85.5 watt
65796,66580,91.62 volt
65797,66581,9.11 inch
65798,66582,50.46 watt
65799,66583,54.72 volt
65800,66584,171.95 gram
65801,66585,66.29 millimetre
65802,66586,13.9 centimetre
65803,66587,26.08 inch
65804,66588,26.05 inch
65805,66589,5.49 inch
65806,66590,13.9 centimetre
65807,66591,244.98 centimetre
65808,66592,28.92 centimetre
65809,66593,91.13 centimetre
65810,66594,11.69 centimetre
65811,66595,126.9 centimetre
65812,66596,27.87 inch
65813,66597,6.55 inch
65814,66598,42.79 inch
65815,66599,121.95 gram
65816,66600,360.56 gram
65817,66601,14.91 centimetre
65818,66602,27.96 centimetre
65819,66603,14.24 centimetre
65820,66604,82.27 millimetre
65821,66605,13.9 centimetre
65822,66606,26.51 centimetre
65823,66607,99.09 centimetre
65824,66608,14.56 inch
65825,66609,70.54 inch
65826,66610,30.01 centimetre
65827,66611,43.69 metre
65828,66612,125.23 pound
65829,66613,24.9 inch
65830,66614,112.99 centimetre
65831,66615,69.93 inch
65832,66616,5.79 inch
65833,66617,6.02 inch
65834,66618,30.83 centimetre
65835,66619,13.9 centimetre
65836,66620,99.47 volt
65837,66621,25.74 inch
65838,66622,26.6 centimetre
65839,66623,30.48 centimetre
65840,66624,151.4 inch
65841,66625,27.64 centimetre
65842,66626,15.1 centimetre
65843,66627,18.13 centimetre
65844,66628,45.2 centimetre
65845,66629,16.84 centimetre
65846,66630,26.51 centimetre
65847,66631,37.73 centimetre
65848,66632,243.6 gram
65849,66633,30.77 centimetre
65850,66634,27.86 centimetre
65851,66635,34.35 centimetre
65852,66636,27.76 centimetre
65853,66637,54.86 volt
65854,66638,66.08 watt
65855,66639,244.98 centimetre
65856,66640,13.9 centimetre
65857,66641,244.98 centimetre
65858,66642,17.23 centimetre
65859,66643,222.09 centimetre
65860,66644,47.2 centimetre
65861,66645,211.84 centimetre
65862,66646,14.1 inch
65863,66647,176.79 inch
65864,66648,80.56 gram
65865,66649,138.76 millimetre
65866,66650,99.18 millimetre
65867,66651,153.99 kilogram
65868,66652,16.27 centimetre
65869,66653,20.63 centimetre
65870,66654,4.72 inch
65871,66655,4.75 inch
65872,66656,19.38 inch
65873,66657,22.13 inch
65874,66658,19.5 centimetre
65875,66659,59.45 centimetre
65876,66660,38.91 centimetre
65877,66661,49.73 centimetre
65878,66662,50.01 centimetre
65879,66663,205.38 kilogram
65880,66664,135.68 centimetre
65881,66665,59.13 centimetre
65882,66666,24.04 centimetre
65883,66667,14.54 inch
65884,66668,207.7 pound
65885,66669,110.05 centimetre
65886,66670,16.24 centimetre
65887,66671,26.51 centimetre
65888,66672,13.9 centimetre
65889,66673,51.22 centimetre
65890,66674,35.41 centimetre
65891,66675,47.92 centimetre
65892,66676,244.98 centimetre
65893,66677,4.61 inch
65894,66678,3.83 inch
65895,66679,32.19 centimetre
65896,66680,30.74 centimetre
65897,66681,217.97 millilitre
65898,66682,40.46 centimetre
65899,66683,26.51 centimetre
65900,66684,137.96 centimetre
65901,66685,12.89 centimetre
65902,66686,3.83 inch
65903,66687,4.61 inch
65904,66688,3.79 inch
65905,66689,348.11 gram
65906,66690,13.9 centimetre
65907,66691,26.83 centimetre
65908,66692,140.93 millimetre
65909,66693,108.73 millimetre
65910,66694,102.85 millimetre
65911,66695,17.57 centimetre
65912,66696,9.22 inch
65913,66697,244.98 centimetre
65914,66698,16.67 inch
65915,66699,132.42 centimetre
65916,66700,111.27 kilogram
65917,66701,41.44 centimetre
65918,66702,243.43 centimetre
65919,66703,76.29 centimetre
65920,66704,93.93 centimetre
65921,66705,220.17 centimetre
65922,66706,48.08 centimetre
65923,66707,26.51 centimetre
65924,66708,4.36 inch
65925,66709,50.77 inch
65926,66710,662.82 centimetre
65927,66711,476.87 centimetre
65928,66712,41.57 centimetre
65929,66713,42.11 centimetre
65930,66714,12.37 centimetre
65931,66715,123.59 millimetre
65932,66716,29.01 centimetre
65933,66717,243.61 centimetre
65934,66718,30.01 centimetre
65935,66719,357.0 gram
65936,66720,12.18 centimetre
65937,66721,26.51 centimetre
65938,66722,13.9 centimetre
65939,66723,26.51 centimetre
65940,66724,33.87 inch
65941,66725,4.54 inch
65942,66726,19.68 centimetre
65943,66727,24.02 inch
65944,66728,24.92 inch
65945,66729,370.53 gram
65946,66730,156.82 centimetre
65947,66731,16.02 centimetre
65948,66732,105.02 centimetre
65949,66733,21.76 centimetre
65950,66734,20.39 centimetre
65951,66735,19.25 centimetre
65952,66736,46.59 centimetre
65953,66737,46.51 centimetre
65954,66738,19.3 centimetre
65955,66739,20.51 centimetre
65956,66740,128.56 gram
65957,66741,12.55 gram
65958,66742,191.99 centimetre
65959,66743,36.71 centimetre
65960,66744,24.94 centimetre
65961,66745,16.53 centimetre
65962,66746,14.44 centimetre
65963,66747,504.76 volt
65964,66748,247.57 centimetre
65965,66749,340.42 gram
65966,66750,5.03 inch
65967,66751,13.55 inch
65968,66752,211.17 centimetre
65969,66753,26.36 centimetre
65970,66754,13.9 centimetre
65971,66755,41.31 centimetre
65972,66756,43.12 centimetre
65973,66757,244.98 centimetre
65974,66758,360.56 gram
65975,66759,14.58 centimetre
65976,66760,209.95 centimetre
65977,66761,33.85 centimetre
65978,66762,39.67 centimetre
65979,66763,23.78 centimetre
65980,66764,173.19 centimetre
65981,66765,24.07 inch
65982,66766,35.83 inch
65983,66767,37.42 centimetre
65984,66768,30.09 centimetre
65985,66769,18.51 centimetre
65986,66770,13.38 inch
65987,66771,5.46 centimetre
65988,66772,69.55 inch
65989,66773,13.64 centimetre
65990,66774,29.15 centimetre
65991,66775,232.18 gram
65992,66776,24.84 centimetre
65993,66777,70.99 inch
65994,66778,116.52 millimetre
65995,66779,116.32 millimetre
65996,66780,22.08 centimetre
65997,66781,17.08 centimetre
65998,66782,58.06 centimetre
65999,66783,26.13 inch
66000,66784,21.01 inch
66001,66785,16.53 inch
66002,66786,189.83 centimetre
66003,66787,13.9 centimetre
