index,prediction
81316,20.05 centimetre
81317,18.18 inch
81318,22.68 centimetre
81319,14.9 centimetre
81320,8.0 centimetre
81321,34.56 centimetre
81322,12.7 centimetre
81323,27.88 centimetre
81324,42.48 centimetre
81325,175.64 inch
81326,37.36 centimetre
81327,31.77 centimetre
81328,67.29 centimetre
81329,225.29 gram
81330,17.54 centimetre
81331,11.64 centimetre
81332,94.97 millimetre
81333,142.6 millimetre
81334,98.32 millimetre
81335,9.65 centimetre
81336,57.87 inch
81337,100.3 centimetre
81338,24.19 centimetre
81339,13.9 centimetre
81340,244.98 centimetre
81341,26.51 centimetre
81342,360.56 gram
81343,6.13 inch
81344,24.07 inch
81345,31.16 centimetre
81346,18.39 centimetre
81347,14.99 centimetre
81348,333.29 centimetre
81349,27.38 centimetre
81350,18.1 centimetre
81351,20.14 centimetre
81352,609.19 centimetre
81353,49.08 centimetre
81354,20.39 centimetre
81355,11.28 inch
81356,77.44 millimetre
81357,116.15 millimetre
81358,11.71 centimetre
81359,27.47 centimetre
81360,13.14 inch
81361,12.39 inch
81362,237.46 centimetre
81363,41.63 centimetre
81364,26.79 centimetre
81365,12.5 centimetre
81366,13.9 centimetre
81367,26.51 centimetre
81368,26.51 centimetre
81369,244.98 centimetre
81370,216.47 centimetre
81371,16.23 centimetre
81372,45.67 centimetre
81373,58.46 inch
81374,360.12 gram
81375,17.24 kilogram
81376,13.9 centimetre
81377,10.78 inch
81378,11.48 inch
81379,7.27 inch
81380,7.96 inch
81381,28.2 centimetre
81382,40.35 centimetre
81383,23.42 inch
81384,24.56 inch
81385,39.23 metre
81386,8.76 gram
81387,13.8 inch
81388,289.47 gram
81389,30.9 centimetre
81390,27.59 centimetre
81391,55.09 inch
81392,84.35 inch
81393,26.51 centimetre
81394,13.9 centimetre
81395,244.98 centimetre
81396,85.24 watt
81397,304.99 gram
81398,13.9 centimetre
81399,34.41 centimetre
81400,57.9 centimetre
81401,24.39 centimetre
81402,13.9 centimetre
81403,25.52 centimetre
81404,244.98 centimetre
81405,178.94 centimetre
81406,45.28 centimetre
81407,24.29 centimetre
81408,48.91 centimetre
81409,36.43 centimetre
81410,357.37 gram
81411,17.21 centimetre
81412,9.55 centimetre
81413,13.11 centimetre
81414,14.42 inch
81415,22.34 inch
81416,105.27 kilogram
81417,23.94 inch
81418,13.85 inch
81419,138.47 inch
81420,222.25 centimetre
81421,141.36 centimetre
81422,214.98 pound
81423,26.59 inch
81424,15.56 inch
81425,16.57 inch
81426,15.01 centimetre
81427,49.01 centimetre
81428,75.7 inch
81429,16.44 centimetre
81430,89.43 centimetre
81431,15.01 centimetre
81432,29.38 inch
81433,83.24 inch
81434,22.84 millimetre
81435,201.68 millimetre
81436,39.42 millimetre
81437,75.4 centimetre
81438,47.13 millimetre
81439,340.61 gram
81440,19.52 inch
81441,28.74 inch
81442,11.94 centimetre
81443,17.14 inch
81444,17.92 inch
81445,13.9 centimetre
81446,32.14 inch
81447,12.5 inch
81448,18.12 inch
81449,62.95 centimetre
81450,281.64 gram
81451,5.97 inch
81452,13.9 centimetre
81453,244.98 centimetre
81454,50.24 centimetre
81455,267.56 centimetre
81456,87.68 centimetre
81457,13.24 inch
81458,119.04 inch
81459,38.45 centimetre
81460,118.67 centimetre
81461,41.72 centimetre
81462,155.54 centimetre
81463,76.06 centimetre
81464,40.63 centimetre
81465,25.57 inch
81466,25.39 inch
81467,17.39 inch
81468,17.49 centimetre
81469,77.29 centimetre
81470,77.65 centimetre
81471,22.74 inch
81472,101.95 centimetre
81473,19.52 centimetre
81474,23.8 centimetre
81475,186.53 centimetre
81476,23.99 centimetre
81477,24.66 centimetre
81478,190.67 centimetre
81479,18.35 centimetre
81480,39.93 inch
81481,3.9 inch
81482,26.51 centimetre
81483,15.34 centimetre
81484,26.3 centimetre
81485,15.33 centimetre
81486,26.51 centimetre
81487,243.47 centimetre
81488,15.26 centimetre
81489,13.9 centimetre
81490,8.74 inch
81491,26.18 centimetre
81492,26.51 centimetre
81493,40.98 inch
81494,301.52 millilitre
81495,166.44 millilitre
81496,65.57 centimetre
81497,174.83 centimetre
81498,14.84 centimetre
81499,245.07 centimetre
81500,14.17 centimetre
81501,8.76 inch
81502,14.44 centimetre
81503,45.78 centimetre
81504,26.51 centimetre
81505,244.98 centimetre
81506,13.9 centimetre
81507,14.3 centimetre
81508,46.28 centimetre
81509,28.93 centimetre
81510,5.44 inch
81511,10.91 inch
81512,164.87 centimetre
81513,18.86 centimetre
81514,78.62 centimetre
81515,74.61 centimetre
81516,21.85 centimetre
81517,20.95 centimetre
81518,121.17 centimetre
81519,76.91 centimetre
81520,61.19 centimetre
81521,123.1 kilogram
81522,121.75 kilogram
81523,27.21 centimetre
81524,17.76 centimetre
81525,26.51 centimetre
81526,21.44 pound
81527,139.05 gram
81528,13.9 centimetre
81529,244.98 centimetre
81530,12.33 inch
81531,13.9 centimetre
81532,26.51 centimetre
81533,12.19 inch
81534,243.26 centimetre
81535,26.51 centimetre
81536,19.76 centimetre
81537,219.42 pound
81538,103.0 centimetre
81539,31.3 inch
81540,70.61 inch
81541,238.36 centimetre
81542,11.24 centimetre
81543,25.97 centimetre
81544,83.91 inch
81545,34.02 centimetre
81546,54.44 inch
81547,4.74 inch
81548,5.92 inch
81549,6.8 inch
81550,6.98 inch
81551,62.65 centimetre
81552,1321.74 centimetre
81553,1344.84 centimetre
81554,25.09 inch
81555,24.68 inch
81556,10.89 centimetre
81557,21.27 centimetre
81558,33.33 centimetre
81559,91.62 centimetre
81560,15.03 centimetre
81561,22.29 centimetre
81562,24.26 centimetre
81563,37.24 centimetre
81564,105.78 millimetre
81565,58.25 millimetre
81566,180.99 centimetre
81567,9.24 inch
81568,13.9 centimetre
81569,26.51 centimetre
81570,244.98 centimetre
81571,92.23 millimetre
81572,75.42 centimetre
81573,13.9 centimetre
81574,26.51 centimetre
81575,244.98 centimetre
81576,343.14 kilogram
81577,244.98 centimetre
81578,37.27 centimetre
81579,151.05 centimetre
81580,150.6 millimetre
81581,26.51 centimetre
81582,52.73 centimetre
81583,13.9 centimetre
81584,30.09 centimetre
81585,17.15 centimetre
81586,83.44 inch
81587,26.51 centimetre
81588,86.41 centimetre
81589,14.85 centimetre
81590,13.07 centimetre
81591,172.66 centimetre
81592,204.37 centimetre
81593,97.84 centimetre
81594,13.05 centimetre
81595,33.24 centimetre
81596,19.13 millimetre
81597,13.9 centimetre
81598,244.98 centimetre
81599,26.51 centimetre
81600,55.34 inch
81601,8.14 inch
81602,15.33 centimetre
81603,84.8 inch
81604,31.69 inch
81605,81.06 inch
81606,9.98 inch
81607,5.27 inch
81608,50.7 gram
81609,29.38 ton
81610,38.78 centimetre
81611,54.66 centimetre
81612,14.04 centimetre
81613,24.59 centimetre
81614,26.51 centimetre
81615,13.9 centimetre
81616,134.21 centimetre
81617,19.1 centimetre
81618,59.21 inch
81619,21.28 inch
81620,115.72 centimetre
81621,16.39 centimetre
81622,18.92 centimetre
81623,79.85 inch
81624,244.98 centimetre
81625,165.31 centimetre
81626,46.54 centimetre
81627,38.59 centimetre
81628,11.76 centimetre
81629,26.51 centimetre
81630,21.55 inch
81631,34.92 inch
81632,16.0 inch
81633,16.26 inch
81634,35.12 inch
81635,46.11 inch
81636,26.51 centimetre
81637,13.9 centimetre
81638,14.15 inch
81639,244.98 centimetre
81640,13.9 centimetre
81641,26.51 centimetre
81642,9.42 metre
81643,188.98 millilitre
81644,20.34 millimetre
81645,208.06 millimetre
81646,23.25 inch
81647,84.16 centimetre
81648,74.37 centimetre
81649,15.57 centimetre
81650,93.84 centimetre
81651,43.07 centimetre
81652,39.63 millimetre
81653,79.65 centimetre
81654,108.43 centimetre
81655,40.8 centimetre
81656,32.15 centimetre
81657,40.46 centimetre
81658,121.33 inch
81659,147.61 centimetre
81660,26.11 centimetre
81661,18.33 centimetre
81662,14.02 inch
81663,49.41 centimetre
81664,25.64 centimetre
81665,6.12 inch
81666,31.48 inch
81667,13.9 centimetre
81668,26.51 centimetre
81669,12.76 inch
81670,100.53 inch
81671,18.3 inch
81672,40.15 centimetre
81673,94.27 centimetre
81674,39.8 millimetre
81675,21.0 centimetre
81676,154.11 centimetre
81677,26.05 centimetre
81678,20.65 centimetre
81679,33.42 centimetre
81680,34.82 centimetre
81681,253.36 centimetre
81682,25.77 centimetre
81683,13.9 centimetre
81684,244.98 centimetre
81685,26.51 centimetre
81686,11.11 inch
81687,10.55 inch
81688,6.59 inch
81689,24.65 inch
81690,17.52 inch
81691,12.01 centimetre
81692,50.91 centimetre
81693,79.09 inch
81694,41.47 centimetre
81695,25.94 inch
81696,47.49 centimetre
81697,5.07 inch
81698,8.41 inch
81699,27.16 inch
81700,20.3 centimetre
81701,179.7 pound
81702,5.3 inch
81703,232.48 centimetre
81704,244.98 centimetre
81705,361.75 gram
81706,17.47 centimetre
81707,13.9 centimetre
81708,26.51 centimetre
81709,101.5 centimetre
81710,21.46 centimetre
81711,17.43 centimetre
81712,13.86 centimetre
81713,175.82 centimetre
81714,231.51 centimetre
81715,37.03 inch
81716,52.91 inch
81717,30.03 inch
81718,26.51 centimetre
81719,20.35 centimetre
81720,13.9 centimetre
81721,26.51 centimetre
81722,14.02 centimetre
81723,26.51 centimetre
81724,28.15 centimetre
81725,23.24 centimetre
81726,47.28 pound
81727,5.7 inch
81728,245.05 centimetre
81729,31.18 centimetre
81730,24.17 centimetre
81731,26.29 centimetre
81732,22.65 centimetre
81733,15176.77 gram
81734,239.66 centimetre
81735,34.05 millimetre
81736,244.98 centimetre
81737,13.9 centimetre
81738,26.51 centimetre
81739,20.46 inch
81740,8.15 inch
81741,67.92 inch
81742,206.42 inch
81743,125.8 centimetre
81744,76.23 inch
81745,174.72 inch
81746,26.38 centimetre
81747,206.97 gram
81748,153.92 inch
81749,67.87 millimetre
81750,231.87 centimetre
81751,15.52 inch
81752,29.54 inch
81753,15.59 centimetre
81754,10.51 inch
81755,16.65 centimetre
81756,13.79 centimetre
81757,14.91 centimetre
81758,52.02 centimetre
81759,59.87 inch
81760,99.73 centimetre
81761,53.49 centimetre
81762,360.56 gram
81763,10.92 centimetre
81764,61.91 centimetre
81765,86.19 watt
81766,30.9 centimetre
81767,13.4 inch
81768,21.31 inch
81769,33.18 inch
81770,27.06 centimetre
81771,29.74 centimetre
81772,174.82 centimetre
81773,63.36 centimetre
81774,69.73 gram
81775,41.76 centimetre
81776,38.6 centimetre
81777,112.9 centimetre
81778,103.47 kilogram
81779,59.32 centimetre
81780,48.05 centimetre
81781,70.68 millimetre
81782,104.6 millimetre
81783,88.53 centimetre
81784,7.77 inch
81785,244.98 centimetre
81786,153.05 inch
81787,12.36 centimetre
81788,253.93 gram
81789,225.66 millilitre
81790,244.98 centimetre
81791,25.93 centimetre
81792,6.39 inch
81793,9.18 inch
81794,13.9 centimetre
81795,244.98 centimetre
81796,26.51 centimetre
81797,589.26 centimetre
81798,34.54 centimetre
81799,25.47 inch
81800,12.65 centimetre
81801,157.11 centimetre
81802,116.62 inch
81803,20.16 inch
81804,22.41 centimetre
81805,23.52 centimetre
81806,54.53 centimetre
81807,13.86 inch
81808,131.03 inch
81809,374.72 inch
81810,38.83 centimetre
81811,33.8 centimetre
81812,141.45 centimetre
81813,57.06 millimetre
81814,35.93 millimetre
81815,106.28 inch
81816,244.98 centimetre
81817,26.51 centimetre
81818,13.9 centimetre
81819,3.47 inch
81820,47.61 centimetre
81821,14.38 centimetre
81822,25.78 centimetre
81823,142.44 millimetre
81824,84.43 millimetre
81825,238.76 centimetre
81826,13.83 centimetre
81827,26.51 centimetre
81828,29.35 inch
81829,24.72 inch
81830,16.74 inch
81831,67.86 centimetre
81832,96.42 inch
81833,59.22 inch
81834,38.8 inch
81835,171.34 millimetre
81836,135.92 inch
81837,35.7 inch
81838,26.7 inch
81839,17.51 centimetre
81840,26.51 centimetre
81841,60.74 centimetre
81842,81.82 centimetre
81843,26.43 centimetre
81844,244.98 centimetre
81845,13.9 centimetre
81846,26.51 centimetre
81847,26.51 centimetre
81848,13.9 centimetre
81849,50.89 inch
81850,15.64 centimetre
81851,23.35 centimetre
81852,25.19 centimetre
81853,225.46 centimetre
81854,21.16 inch
81855,11.85 inch
81856,23.14 inch
81857,166.01 centimetre
81858,16.88 centimetre
81859,7.06 centimetre
81860,31.26 centimetre
81861,23.39 centimetre
81862,112.7 centimetre
81863,15.42 centimetre
81864,533333357.12 centimetre
81865,533333405.27 centimetre
81866,24.31 centimetre
81867,11.75 centimetre
81868,135.99 centimetre
81869,6.47 inch
81870,12.72 inch
81871,13.52 inch
81872,55.69 inch
81873,190.76 centimetre
81874,78.37 centimetre
81875,13.57 inch
81876,56.0 millimetre
81877,104.24 centimetre
81878,103.67 inch
81879,34.43 centimetre
81880,13.9 centimetre
81881,12.93 inch
81882,56.01 inch
81883,36.59 inch
81884,103.02 inch
81885,317.72 millimetre
81886,22.71 inch
81887,14.49 inch
81888,246.6 centimetre
81889,26.97 centimetre
81890,23.54 centimetre
81891,195.16 centimetre
81892,31.77 pound
81893,27.95 centimetre
81894,17.89 centimetre
81895,68.14 centimetre
81896,247.28 centimetre
81897,8.28 inch
81898,11.36 centimetre
81899,11.27 inch
81900,6.27 centimetre
81901,9.64 inch
81902,235.76 centimetre
81903,26.51 centimetre
81904,13.9 centimetre
81905,14.38 centimetre
81906,105.4 millimetre
81907,26.51 centimetre
81908,219.14 centimetre
81909,34.93 centimetre
81910,36.75 centimetre
81911,43.82 centimetre
81912,183.76 centimetre
81913,27.12 centimetre
81914,31.85 inch
81915,54.91 millimetre
81916,262.56 millimetre
81917,147.57 centimetre
81918,26.51 centimetre
81919,13.9 centimetre
81920,244.98 centimetre
81921,81.8 watt
81922,360.56 gram
81923,39.61 centimetre
81924,244.98 centimetre
81925,13.9 centimetre
81926,5.1 inch
81927,52.28 centimetre
81928,156.87 centimetre
81929,26.51 centimetre
81930,25.01 inch
81931,46.56 centimetre
81932,29.32 centimetre
81933,120.3 centimetre
81934,28.62 centimetre
81935,100.86 inch
81936,20.08 inch
81937,24.27 inch
81938,13.9 centimetre
81939,26.51 centimetre
81940,15086.59 centimetre
81941,20.74 inch
81942,13.44 centimetre
81943,136.95 centimetre
81944,32.16 centimetre
81945,289.01 centimetre
81946,13.9 centimetre
81947,26.51 centimetre
81948,227.4 centimetre
81949,26.51 centimetre
81950,195.62 centimetre
81951,14.8 inch
81952,11.09 inch
81953,50.52 volt
81954,52.16 watt
81955,45.18 centimetre
81956,5.5 inch
81957,23.2 inch
81958,181.59 centimetre
81959,13.92 centimetre
81960,105.36 inch
81961,30.87 centimetre
81962,10.66 inch
81963,10.62 inch
81964,228.3 centimetre
81965,26.51 centimetre
81966,51.42 centimetre
81967,341.88 gram
81968,129.22 inch
81969,10.39 inch
81970,7.3 centimetre
81971,147.13 inch
81972,25.27 inch
81973,16.46 millimetre
81974,26.23 millimetre
81975,13.79 centimetre
81976,15.01 centimetre
81977,12.94 centimetre
81978,139.63 inch
81979,38.58 centimetre
81980,25.78 centimetre
81981,239.16 centimetre
81982,26.51 centimetre
81983,244.98 centimetre
81984,13.9 centimetre
81985,13.9 centimetre
81986,26.51 centimetre
81987,23.37 centimetre
81988,25.74 centimetre
81989,109.7 inch
81990,41.57 millimetre
81991,18.53 millimetre
81992,29.4 centimetre
81993,16.65 centimetre
81994,23.48 centimetre
81995,26.33 centimetre
81996,117.82 centimetre
81997,21.02 centimetre
81998,39.47 centimetre
81999,21.6 inch
82000,36.54 inch
82001,13.73 millimetre
82002,103.74 inch
82003,45.18 gram
82004,40.1 centimetre
82005,19.13 centimetre
82006,70.62 gram
82007,55.78 gram
82008,183.8 gram
82009,152.0 watt
82010,56.7 centimetre
82011,36.48 centimetre
82012,244.98 centimetre
82013,13.9 centimetre
82014,30.93 inch
82015,39.07 centimetre
82016,4.44 inch
82017,5.29 inch
82018,6.14 inch
82019,15.43 inch
82020,127.99 inch
82021,781.19 gram
82022,4.68 inch
82023,30.93 inch
82024,30.2 centimetre
82025,14.36 inch
82026,103.94 gram
82027,65.08 watt
82028,23.86 centimetre
82029,108.97 millimetre
82030,82.95 centimetre
82031,15.85 centimetre
82032,13.09 centimetre
82033,131.84 centimetre
82034,26.17 inch
82035,9.83 inch
82036,61.89 inch
82037,62.15 inch
82038,58.44 inch
82039,5.57 inch
82040,238.85 centimetre
82041,13.9 centimetre
82042,196.63 centimetre
82043,90.31 centimetre
82044,27.97 centimetre
82045,59.33 inch
82046,41.6 inch
82047,21.81 inch
82048,7.45 inch
82049,355.83 gram
82050,81.88 centimetre
82051,23.94 centimetre
82052,168.94 centimetre
82053,44.1 centimetre
82054,217.97 millilitre
82055,20.76 inch
82056,16.43 inch
82057,128.76 inch
82058,10.91 inch
82059,18.76 centimetre
82060,185.64 centimetre
82061,6.18 inch
82062,13.9 centimetre
82063,26.51 centimetre
82064,11.62 centimetre
82065,243.61 centimetre
82066,26.51 centimetre
82067,13.9 centimetre
82068,26.51 centimetre
82069,40.95 kilogram
82070,59.66 kilogram
82071,244.98 centimetre
82072,13.9 centimetre
82073,25.02 centimetre
82074,23.87 centimetre
82075,55.28 centimetre
82076,141.76 centimetre
82077,11.84 centimetre
82078,17.54 centimetre
82079,244.98 centimetre
82080,162.68 centimetre
82081,26.51 centimetre
82082,80.85 millimetre
82083,47.45 inch
82084,161.08 centimetre
82085,6.71 inch
82086,16.39 inch
82087,16.7 centimetre
82088,28.67 inch
82089,139.69 inch
82090,22.46 inch
82091,21.35 inch
82092,16.93 inch
82093,15.23 centimetre
82094,129.36 volt
82095,113.94 inch
82096,50.16 pound
82097,206.68 centimetre
82098,14.12 centimetre
82099,244.98 centimetre
82100,13.9 centimetre
82101,19.81 centimetre
82102,25.21 centimetre
82103,13.64 centimetre
82104,245.2 centimetre
82105,129.57 centimetre
82106,239.63 centimetre
82107,56.5 watt
82108,32.4 volt
82109,271.13 centimetre
82110,474.38 centimetre
82111,40.9 centimetre
82112,16.05 centimetre
82113,42.32 centimetre
82114,22.94 inch
82115,7.77 inch
82116,170.7 pound
82117,138.77 gram
82118,104.31 centimetre
82119,12.73 inch
82120,16.6 inch
82121,13.9 centimetre
82122,27.12 centimetre
82123,35.03 inch
82124,6.05 inch
82125,14.91 inch
82126,19.27 inch
82127,21.69 centimetre
82128,23.78 centimetre
82129,173.19 centimetre
82130,185.94 centimetre
82131,51.02 millimetre
82132,170.19 centimetre
82133,86.28 millilitre
82134,58.76 foot
82135,29.04 inch
82136,91.78 inch
82137,22.94 centimetre
82138,35.03 centimetre
82139,113.28 centimetre
82140,26.51 centimetre
82141,14.48 centimetre
82142,402.63 gram
82143,45.21 centimetre
82144,13.76 centimetre
82145,20.5 centimetre
82146,27.27 centimetre
82147,31.22 centimetre
82148,48.92 millimetre
82149,117.72 millimetre
82150,35.16 centimetre
82151,141.76 centimetre
82152,110.64 centimetre
82153,224.95 centimetre
82154,24.17 centimetre
82155,19.95 centimetre
82156,16.46 centimetre
82157,108.9 centimetre
82158,202.25 kilogram
82159,16.67 centimetre
82160,21.33 inch
82161,25.74 inch
82162,70.54 inch
82163,65.27 centimetre
82164,28.6 centimetre
82165,217.97 millilitre
82166,100.46 millimetre
82167,11.09 inch
82168,46.3 centimetre
82169,74.45 centimetre
82170,28.66 inch
82171,67.62 inch
82172,14.18 centimetre
82173,25.93 centimetre
82174,244.98 centimetre
82175,55.55 centimetre
82176,48.08 inch
82177,21.14 inch
82178,20.18 inch
82179,25.15 centimetre
82180,37.69 inch
82181,13.9 centimetre
82182,19.46 centimetre
82183,222.52 millimetre
82184,15.74 inch
82185,222.97 centimetre
82186,45.47 centimetre
82187,31.7 inch
82188,33.79 centimetre
82189,13.66 centimetre
82190,26.04 centimetre
82191,232.81 centimetre
82192,251.99 gram
82193,184.56 inch
82194,103.27 gram
82195,39.06 centimetre
82196,22.75 centimetre
82197,12.78 centimetre
82198,63.56 centimetre
82199,26.51 centimetre
82200,244.98 centimetre
82201,12.86 centimetre
82202,33.47 centimetre
82203,32.6 centimetre
82204,33.33 centimetre
82205,26.89 centimetre
82206,69.38 centimetre
82207,25.98 centimetre
82208,15.12 centimetre
82209,13.91 inch
82210,22.72 centimetre
82211,14.38 centimetre
82212,10.0 inch
82213,26.51 centimetre
82214,13.9 centimetre
82215,227.13 centimetre
82216,140.29 gram
82217,68.98 centimetre
